"";"HumanEntrez"
"16516";128
"16517";57407
"16518";100187716
"16519";65217
"16520";150726
"16521";200634
"16522";100128071
"16523";4150
"16524";135458
"16525";147798
"16526";2264
"16527";533
"16528";84107
"16529";100532736
"16530";4681
"16531";2149
"16532";11342
"16533";6904
"16534";388323
"16535";26155
"16536";284
"16537";6331
"16538";5321
"16539";54982
"16540";2794
"16541";90874
"16542";92340
"16543";65095
"16544";126823
"16545";55783
"16546";51317
"16547";116519
"16548";4137
"16549";119772
"16550";220988
"16551";389118
"16552";7771
"16553";8836
"16554";51477
"16555";729330
"16556";2580
"16557";1301
"16558";90632
"16559";10846
"16560";27089
"16561";5892
"16562";1501
"16563";81563
"16564";2054
"16565";54971
"16566";126074
"16567";56129
"16568";8620
"16569";340277
"16570";3375
"16571";51067
"16572";29035
"16573";271
"16574";2913
"16575";8565
"16576";55660
"16577";129446
"16578";10286
"16579";91663
"16580";22920
"16581";25988
"16582";7084
"16583";7040
"16584";340075
"16585";9731
"16586";25886
"16587";1014
"16588";51097
"16589";6382
"16590";55735
"16591";165721
"16592";7827
"16593";57621
"16594";84461
"16595";9924
"16596";640
"16597";9048
"16598";146227
"16599";4621
"16600";51252
"16601";51440
"16602";1959
"16603";2169
"16604";721
"16605";147741
"16606";56979
"16607";728957
"16608";115196
"16609";148254
"16610";80032
"16611";101060200
"16612";7620
"16613";284390
"16614";7568
"16615";90594
"16616";79862
"16617";7678
"16618";963
"16619";729767
"16620";55831
"16621";9223
"16622";26097
"16623";84695
"16624";654321
"16625";25900
"16626";344387
"16627";7037
"16628";1268
"16629";51205
"16630";239
"16631";7220
"16632";23415
"16633";1786
"16634";4735
"16635";55218
"16636";9641
"16637";343450
"16638";92162
"16639";6521
"16640";254827
"16641";64805
"16642";1589
"16643";5787
"16644";3290
"16645";65055
"16646";129642
"16647";51564
"16648";6840
"16649";7266
"16650";5959
"16651";613227
"16652";79718
"16653";5635
"16654";27106
"16655";7566
"16656";388524
"16657";3921
"16658";5655
"16659";5447
"16660";494513
"16661";1187
"16662";1188
"16663";94032
"16664";1153
"16665";79930
"16666";80205
"16667";815
"16668";116211
"16669";11266
"16670";1181
"16671";9047
"16672";375056
"16673";6336
"16674";120224
"16675";84696
"16676";1600
"16677";55178
"16678";677830
"16679";1022
"16680";387357
"16681";6687
"16682";9654
"16683";56949
"16684";285489
"16685";4924
"16686";6433
"16687";11044
"16688";10272
"16689";1513
"16690";340359
"16691";3906
"16692";22834
"16693";25839
"16694";165100
"16695";81797
"16696";8775
"16697";10842
"16698";699
"16699";3491
"16700";5144
"16701";55204
"16702";153562
"16703";79630
"16704";6434
"16705";6183
"16706";149297
"16707";117583
"16708";134701
"16709";10514
"16710";494324
"16711";9423
"16712";51133
"16713";339390
"16714";132228
"16715";25884
"16716";6132
"16717";7471
"16718";6746
"16719";541565
"16720";23216
"16721";8079
"16722";604
"16723";55521
"16724";79590
"16725";25984
"16726";9529
"16727";130507
"16728";55596
"16729";240
"16730";54828
"16731";7326
"16732";23600
"16733";643836
"16734";10535
"16735";8856
"16736";51247
"16737";51603
"16738";81607
"16739";4438
"16740";283450
"16741";130951
"16742";5045
"16743";32
"16744";3925
"16745";4358
"16746";399473
"16747";3384
"16748";25847
"16749";56143
"16750";8526
"16751";126695
"16752";339512
"16753";3595
"16754";26812
"16755";53346
"16756";10721
"16757";9111
"16758";200728
"16759";80303
"16760";7349
"16761";3222
"16762";81556
"16763";84437
"16764";9961
"16765";27005
"16766";64241
"16767";3835
"16768";85409
"16769";57599
"16770";64175
"16771";11189
"16772";64787
"16773";22934
"16774";80003
"16775";285367
"16776";25854
"16777";355
"16778";6690
"16779";3206
"16780";222545
"16781";1995
"16782";22907
"16783";119692
"16784";23167
"16785";6444
"16786";125963
"16787";406965
"16788";64838
"16789";4296
"16790";284058
"16791";779
"16792";6517
"16793";978
"16794";9337
"16795";11261
"16796";10188
"16797";6895
"16798";59285
"16799";100526693
"16800";26140
"16801";7994
"16802";79085
"16803";219983
"16804";54973
"16805";1951
"16806";283953
"16807";9058
"16808";94
"16809";7979
"16810";204219
"16811";8476
"16812";3815
"16813";55891
"16814";57708
"16815";100506374
"16816";55041
"16817";10911
"16818";8717
"16819";4495
"16820";6010
"16821";14
"16822";116842
"16823";1003
"16824";2736
"16825";53615
"16826";151473
"16827";9970
"16828";112479
"16829";336
"16830";65982
"16831";653319
"16832";29922
"16833";6821
"16834";126859
"16835";8452
"16836";643226
"16837";6083
"16838";9900
"16839";84450
"16840";5348
"16841";9554
"16842";8317
"16843";164781
"16844";60491
"16845";56980
"16846";100141515
"16847";79912
"16848";110599588
"16849";22859
"16850";4329
"16851";131873
"16852";8718
"16853";805
"16854";344657
"16855";4430
"16856";79132
"16857";6279
"16858";26471
"16859";2330
"16860";3769
"16861";114825
"16862";84699
"16863";54995
"16864";10209
"16865";440026
"16866";55450
"16867";10678
"16868";388969
"16869";8666
"16870";29926
"16871";3783
"16872";147199
"16873";148534
"16874";100527978
"16875";29895
"16876";441054
"16877";4336
"16878";22924
"16879";641649
"16880";54714
"16881";4043
"16882";9912
"16883";3875
"16884";5493
"16885";85406
"16886";5997
"16887";25917
"16888";5198
"16889";37
"16890";7482
"16891";2593
"16892";10809
"16893";115752
"16894";84940
"16895";1116
"16896";6165
"16897";132160
"16898";4725
"16899";222659
"16900";643414
"16901";55823
"16902";55283
"16903";2671
"16904";23127
"16905";2326
"16906";84283
"16907";51237
"16908";4914
"16909";57610
"16910";149478
"16911";4355
"16912";4801
"16913";23557
"16914";9049
"16915";65117
"16916";339487
"16917";643155
"16918";2047
"16919";79624
"16920";27245
"16921";151636
"16922";84955
"16923";5957
"16924";150763
"16925";4897
"16926";55815
"16927";64127
"16928";148808
"16929";4656
"16930";147650
"16931";2035
"16932";11309
"16933";11022
"16934";55201
"16935";79443
"16936";58190
"16937";56287
"16938";401207
"16939";3915
"16940";4343
"16941";145482
"16942";10660
"16943";55374
"16944";375323
"16945";8491
"16946";6507
"16947";8996
"16948";56136
"16949";11051
"16950";100132146
"16951";784
"16952";146212
"16953";222171
"16954";1212
"16955";9569
"16956";91408
"16957";442896
"16958";126075
"16959";8436
"16960";115584
"16961";3484
"16962";6775
"16963";375346
"16964";163933
"16965";55175
"16966";5872
"16967";389124
"16968";84342
"16969";6182
"16970";25903
"16971";3775
"16972";137695
"16973";124590
"16974";338707
"16975";439
"16976";6416
"16977";5573
"16978";58506
"16979";4062
"16980";91750
"16981";3620
"16982";10053
"16983";54814
"16984";26191
"16985";374291
"16986";7296
"16987";23451
"16988";25796
"16989";51
"16990";6449
"16991";8082
"16992";283989
"16993";9040
"16994";26025
"16995";8968
"16996";83440
"16997";864
"16998";202052
"16999";60313
"17000";64129
"17001";5745
"17002";64852
"17003";55929
"17004";51108
"17005";153768
"17006";348938
"17007";8578
"17008";10100
"17009";57584
"17010";7159
"17011";64864
"17012";2256
"17013";90050
"17014";50650
"17015";257218
"17016";196410
"17017";55791
"17018";6830
"17019";339231
"17020";9134
"17021";55181
"17022";10113
"17023";64478
"17024";54859
"17025";4909
"17026";5630
"17027";55576
"17028";23234
"17029";114548
"17030";7444
"17031";58478
"17032";23179
"17033";255275
"17034";11100
"17035";29117
"17036";1836
"17037";8651
"17038";66000
"17039";114804
"17040";10628
"17041";55055
"17042";51643
"17043";79642
"17044";220202
"17045";100874369
"17046";775
"17047";5463
"17048";57129
"17049";3140
"17050";7841
"17051";117178
"17052";397
"17053";6387
"17054";1739
"17055";23129
"17056";79772
"17057";7143
"17058";8456
"17059";28974
"17060";6015
"17061";341405
"17062";317719
"17063";136
"17064";92999
"17065";144577
"17066";729262
"17067";283008
"17068";3851
"17069";348
"17070";57663
"17071";9607
"17072";23404
"17073";84698
"17074";23588
"17075";406968
"17076";4616
"17077";84680
"17078";57003
"17079";55116
"17080";127294
"17081";79077
"17082";10236
"17083";3743
"17084";5653
"17085";11174
"17086";57216
"17087";9652
"17088";23376
"17089";135138
"17090";170961
"17091";79568
"17092";131920
"17093";147699
"17094";399949
"17095";57412
"17096";30061
"17097";7311
"17098";10146
"17099";8556
"17100";6696
"17101";5521
"17102";2194
"17103";60385
"17104";151790
"17105";9147
"17106";2312
"17107";9002
"17108";56125
"17109";56124
"17110";4259
"17111";56927
"17112";23589
"17113";60528
"17114";100526760
"17115";95
"17116";5859
"17117";65977
"17118";54480
"17119";56931
"17120";100507650
"17121";29070
"17122";10103
"17123";161394
"17124";26493
"17125";81490
"17126";1801
"17127";90353
"17128";79717
"17129";2319
"17130";51374
"17131";643
"17132";6494
"17133";81846
"17134";55249
"17135";54856
"17136";9862
"17137";146223
"17138";6237
"17139";284467
"17140";927
"17141";152579
"17142";80095
"17143";147645
"17144";55220
"17145";115677
"17146";55683
"17147";6230
"17148";391109
"17149";846
"17150";1593
"17151";2563
"17152";81442
"17153";221
"17154";3586
"17155";55611
"17156";152015
"17157";54763
"17158";343472
"17159";114897
"17160";55088
"17161";728361
"17162";11137
"17163";10250
"17164";83931
"17165";161145
"17166";79002
"17167";390243
"17168";5551
"17169";78987
"17170";26146
"17171";29842
"17172";6877
"17173";79648
"17174";56963
"17175";9121
"17176";80022
"17177";401387
"17178";360023
"17179";64981
"17180";79767
"17181";133957
"17182";284114
"17183";5098
"17184";5034
"17185";81573
"17186";84336
"17187";5154
"17188";343521
"17189";659
"17190";373863
"17191";10636
"17192";408050
"17193";102723728
"17194";283820
"17195";23420
"17196";6583
"17197";29998
"17198";677844
"17199";5318
"17200";6439
"17201";503542
"17202";201625
"17203";284013
"17204";2043
"17205";79991
"17206";6508
"17207";107986818
"17208";124641
"17209";4811
"17210";84939
"17211";375612
"17212";8372
"17213";3398
"17214";148738
"17215";23381
"17216";9695
"17217";27183
"17218";79083
"17219";3930
"17220";110806297
"17221";389170
"17222";1616
"17223";23457
"17224";58500
"17225";128372
"17226";84873
"17227";10989
"17228";9289
"17229";55117
"17230";2932
"17231";204851
"17232";27076
"17233";55248
"17234";54959
"17235";2191
"17236";26515
"17237";79853
"17238";114757
"17239";646424
"17240";56676
"17241";219957
"17242";55515
"17243";83855
"17244";3776
"17245";79819
"17246";57062
"17247";6777
"17248";90780
"17249";130560
"17250";729974
"17251";342931
"17252";260425
"17253";128239
"17254";284076
"17255";7082
"17256";440689
"17257";55349
"17258";142
"17259";23071
"17260";196996
"17261";5623
"17262";5929
"17263";5966
"17264";9755
"17265";256949
"17266";2352
"17267";2350
"17268";65010
"17269";441869
"17270";1465
"17271";10908
"17272";84296
"17273";151835
"17274";1503
"17275";203859
"17276";7247
"17277";401152
"17278";116844
"17279";83597
"17280";64146
"17281";89832
"17282";145645
"17283";56256
"17284";535
"17285";84072
"17286";79876
"17287";23550
"17288";5430
"17289";3757
"17290";25959
"17291";3693
"17292";4237
"17293";55888
"17294";55629
"17295";159989
"17296";11097
"17297";51751
"17298";1571
"17299";23185
"17300";10324
"17301";4751
"17302";255022
"17303";2873
"17304";79948
"17305";339896
"17306";7483
"17307";6586
"17308";2301
"17309";444882
"17310";84065
"17311";1512
"17312";2049
"17313";3199
"17314";64786
"17315";4606
"17316";1296
"17317";55284
"17318";65009
"17319";5067
"17320";56109
"17321";7791
"17322";1314
"17323";83666
"17324";10060
"17325";2045
"17326";406969
"17327";196383
"17328";11157
"17329";8826
"17330";55884
"17331";5798
"17332";548644
"17333";5439
"17334";8668
"17335";55272
"17336";7705
"17337";7905
"17338";6324
"17339";256144
"17340";10051
"17341";5795
"17342";152137
"17343";8804
"17344";124602
"17345";149233
"17346";89886
"17347";492311
"17348";8437
"17349";56943
"17350";23023
"17351";440503
"17352";5523
"17353";3640
"17354";90113
"17355";83759
"17356";57787
"17357";9657
"17358";285368
"17359";752
"17360";256979
"17361";11259
"17362";7283
"17363";10827
"17364";4753
"17365";7818
"17366";147841
"17367";7846
"17368";80765
"17369";1849
"17370";93323
"17371";4664
"17372";390649
"17373";999
"17374";55179
"17375";59338
"17376";375449
"17377";144715
"17378";83451
"17379";81029
"17380";148789
"17381";57396
"17382";11260
"17383";2677
"17384";692312
"17385";56342
"17386";83743
"17387";283385
"17388";26262
"17389";57348
"17390";84866
"17391";8091
"17392";143903
"17393";57402
"17394";93145
"17395";5290
"17396";55281
"17397";9797
"17398";254439
"17399";5315
"17400";90853
"17401";53919
"17402";25780
"17403";677838
"17404";259287
"17405";1302
"17406";23061
"17407";51725
"17408";219899
"17409";2549
"17410";729059
"17411";11186
"17412";6677
"17413";55157
"17414";148223
"17415";285313
"17416";480
"17417";93664
"17418";63827
"17419";63948
"17420";113189
"17421";1842
"17422";80149
"17423";29122
"17424";26608
"17425";11068
"17426";23440
"17427";835
"17428";285659
"17429";26693
"17430";200150
"17431";83886
"17432";1486
"17433";3655
"17434";6258
"17435";284001
"17436";85509
"17437";55711
"17438";79962
"17439";1676
"17440";6772
"17441";284358
"17442";125113
"17443";10903
"17444";390072
"17445";27153
"17446";442361
"17447";79172
"17448";53373
"17449";26189
"17450";8383
"17451";94059
"17452";3205
"17453";23516
"17454";56142
"17455";56140
"17456";3178
"17457";1933
"17458";55885
"17459";92154
"17460";56920
"17461";79098
"17462";388963
"17463";2167
"17464";10058
"17465";4929
"17466";9921
"17467";3418
"17468";56970
"17469";255919
"17470";9253
"17471";85452
"17472";5024
"17473";283212
"17474";5826
"17475";5934
"17476";4723
"17477";79022
"17478";10472
"17479";51361
"17480";84812
"17481";3281
"17482";3127
"17483";3123
"17484";11145
"17485";11132
"17486";3239
"17487";3754
"17488";2196
"17489";100126319
"17490";80232
"17491";10882
"17492";79674
"17493";71
"17494";120376
"17495";51058
"17496";100381270
"17497";51277
"17498";11060
"17499";64122
"17500";57018
"17501";353345
"17502";4931
"17503";342933
"17504";79149
"17505";649137
"17506";8831
"17507";4584
"17508";116461
"17509";3886
"17510";7472
"17511";155184
"17512";10262
"17513";983
"17514";10487
"17515";112939
"17516";5970
"17517";23592
"17518";92105
"17519";4154
"17520";613212
"17521";25834
"17522";26502
"17523";90326
"17524";54361
"17525";5092
"17526";154
"17527";170689
"17528";3036
"17529";5327
"17530";10734
"17531";149643
"17532";56893
"17533";149095
"17534";8621
"17535";7701
"17536";3068
"17537";55214
"17538";5408
"17539";25940
"17540";132200
"17541";5298
"17542";50853
"17543";219493
"17544";9031
"17545";118
"17546";8808
"17547";57142
"17548";5597
"17549";11117
"17550";2840
"17551";23609
"17552";3038
"17553";51202
"17554";284611
"17555";125988
"17556";7549
"17557";5306
"17558";2146
"17559";7450
"17560";1293
"17561";1062
"17562";949
"17563";10156
"17564";1936
"17565";3749
"17566";222255
"17567";79086
"17568";9563
"17569";26355
"17570";116984
"17571";5270
"17572";7095
"17573";100526832
"17574";151230
"17575";84547
"17576";2926
"17577";53616
"17578";146713
"17579";6396
"17580";7138
"17581";8927
"17582";2063
"17583";360226
"17584";338398
"17585";51690
"17586";22818
"17587";153222
"17588";54344
"17589";3712
"17590";440955
"17591";8038
"17592";10246
"17593";80818
"17594";692076
"17595";8899
"17596";339210
"17597";100534599
"17598";57461
"17599";64600
"17600";85300
"17601";56138
"17602";6137
"17603";11344
"17604";200879
"17605";493911
"17606";148022
"17607";4629
"17608";124773
"17609";57125
"17610";25961
"17611";6884
"17612";5930
"17613";339834
"17614";10489
"17615";54663
"17616";130617
"17617";653583
"17618";85439
"17619";220002
"17620";55154
"17621";83444
"17622";51744
"17623";686
"17624";144321
"17625";65985
"17626";56912
"17627";51409
"17628";11146
"17629";9722
"17630";51294
"17631";7584
"17632";726
"17633";6620
"17634";160
"17635";64431
"17636";6715
"17637";100507203
"17638";27043
"17639";64236
"17640";4719
"17641";353274
"17642";55063
"17643";1723
"17644";7070
"17645";147700
"17646";3012
"17647";64506
"17648";8844
"17649";54800
"17650";25797
"17651";9266
"17652";89884
"17653";387849
"17654";9332
"17655";50485
"17656";2660
"17657";3092
"17658";129530
"17659";2135
"17660";90007
"17661";3300
"17662";257062
"17663";84068
"17664";6597
"17665";29800
"17666";5876
"17667";50717
"17668";23534
"17669";2306
"17670";9275
"17671";2956
"17672";83723
"17673";51168
"17674";23673
"17675";65083
"17676";57088
"17677";55252
"17678";55706
"17679";100128569
"17680";51021
"17681";168507
"17682";2826
"17683";5048
"17684";9032
"17685";85013
"17686";1028
"17687";9424
"17688";389206
"17689";574414
"17690";27033
"17691";58515
"17692";9883
"17693";100101267
"17694";10595
"17695";10848
"17696";10763
"17697";3111
"17698";10283
"17699";10803
"17700";2072
"17701";55689
"17702";23007
"17703";54106
"17704";5780
"17705";5066
"17706";84276
"17707";3235
"17708";1777
"17709";401474
"17710";23625
"17711";4835
"17712";1628
"17713";642843
"17714";83463
"17715";201232
"17716";4321
"17717";339488
"17718";341346
"17719";9114
"17720";164127
"17721";153
"17722";127933
"17723";284018
"17724";200014
"17725";166815
"17726";9625
"17727";23192
"17728";9330
"17729";5245
"17730";51398
"17731";126820
"17732";219537
"17733";151195
"17734";23355
"17735";29
"17736";6301
"17737";11280
"17738";54900
"17739";5873
"17740";4998
"17741";221692
"17742";84261
"17743";220388
"17744";26784
"17745";55839
"17746";284417
"17747";2494
"17748";57862
"17749";34
