"";"HumanEntrez"
"14514";53822
"14515";2302
"14516";84173
"14517";10238
"14518";84417
"14519";10164
"14520";405753
"14521";85480
"14522";339768
"14523";27198
"14524";268
"14525";26121
"14526";54752
"14527";83941
"14528";79840
"14529";9126
"14530";54980
"14531";4830
"14532";85414
"14533";199223
"14534";348995
"14535";5097
"14536";942
"14537";57605
"14538";972
"14539";3209
"14540";5629
"14541";90441
"14542";7419
"14543";8638
"14544";1373
"14545";403284
"14546";10765
"14547";56944
"14548";29902
"14549";8701
"14550";2165
"14551";7855
"14552";84676
"14553";3035
"14554";55720
"14555";4991
"14556";55723
"14557";2329
"14558";79054
"14559";993
"14560";181
"14561";100533105
"14562";23678
"14563";3017
"14564";221120
"14565";10086
"14566";51268
"14567";113457
"14568";51585
"14569";51249
"14570";23265
"14571";10125
"14572";7745
"14573";4696
"14574";23527
"14575";9733
"14576";83953
"14577";80254
"14578";2811
"14579";163404
"14580";7786
"14581";6813
"14582";404672
"14583";8575
"14584";51264
"14585";1794
"14586";6426
"14587";124626
"14588";339416
"14589";10016
"14590";494143
"14591";26103
"14592";51026
"14593";25909
"14594";127829
"14595";51377
"14596";131149
"14597";9478
"14598";56244
"14599";58480
"14600";146845
"14601";51035
"14602";160622
"14603";27252
"14604";197021
"14605";29903
"14606";151531
"14607";10228
"14608";57134
"14609";57705
"14610";1182
"14611";219464
"14612";3249
"14613";5029
"14614";3667
"14615";285556
"14616";135935
"14617";58485
"14618";85407
"14619";10130
"14620";151903
"14621";22820
"14622";64135
"14623";10412
"14624";401944
"14625";6085
"14626";90957
"14627";4953
"14628";9788
"14629";9611
"14630";120379
"14631";56955
"14632";258
"14633";115286
"14634";59345
"14635";148641
"14636";54853
"14637";9361
"14638";348793
"14639";163479
"14640";84269
"14641";4619
"14642";7066
"14643";84316
"14644";788
"14645";57452
"14646";54165
"14647";56971
"14648";407018
"14649";23334
"14650";4967
"14651";25818
"14652";6949
"14653";10474
"14654";56100
"14655";10143
"14656";5423
"14657";26470
"14658";100131017
"14659";374969
"14660";132158
"14661";342527
"14662";23528
"14663";51475
"14664";80127
"14665";153527
"14666";889
"14667";93100
"14668";79081
"14669";121506
"14670";1345
"14671";25778
"14672";114836
"14673";4921
"14674";90231
"14675";253714
"14676";55107
"14677";8342
"14678";55018
"14679";51588
"14680";219793
"14681";374882
"14682";443
"14683";84063
"14684";23160
"14685";146225
"14686";54936
"14687";9636
"14688";163115
"14689";2029
"14690";23276
"14691";163486
"14692";57830
"14693";9378
"14694";2620
"14695";130888
"14696";100527964
"14697";84320
"14698";642574
"14699";54969
"14700";84948
"14701";3360
"14702";284697
"14703";441911
"14704";79583
"14705";58511
"14706";10540
"14707";25782
"14708";2909
"14709";84335
"14710";23175
"14711";558
"14712";654790
"14713";338667
"14714";163786
"14715";6045
"14716";6683
"14717";1595
"14718";101927057
"14719";4974
"14720";50999
"14721";56950
"14722";83697
"14723";54910
"14724";93185
"14725";5226
"14726";9451
"14727";56940
"14728";5708
"14729";57690
"14730";79102
"14731";2064
"14732";79947
"14733";677808
"14734";23252
"14735";155185
"14736";56105
"14737";64319
"14738";9677
"14739";283189
"14740";165829
"14741";29767
"14742";11338
"14743";6280
"14744";89857
"14745";400629
"14746";7360
"14747";6997
"14748";23526
"14749";55605
"14750";8370
"14751";51728
"14752";196527
"14753";100128731
"14754";113802
"14755";344191
"14756";100505573
"14757";79780
"14758";389658
"14759";6908
"14760";1508
"14761";11012
"14762";81627
"14763";9454
"14764";8720
"14765";221393
"14766";54757
"14767";128178
"14768";79727
"14769";124995
"14770";283149
"14771";5728
"14772";167
"14773";6224
"14774";24142
"14775";83468
"14776";6002
"14777";2923
"14778";57508
"14779";55777
"14780";275
"14781";84517
"14782";64344
"14783";494327
"14784";9673
"14785";56901
"14786";51668
"14787";201633
"14788";6282
"14789";55326
"14790";6730
"14791";1758
"14792";7752
"14793";100506243
"14794";245927
"14795";57549
"14796";22983
"14797";23328
"14798";6726
"14799";79724
"14800";1870
"14801";6500
"14802";55686
"14803";23005
"14804";197257
"14805";147872
"14806";285172
"14807";284382
"14808";1876
"14809";201191
"14810";4939
"14811";2584
"14812";11319
"14813";5831
"14814";9100
"14815";575
"14816";124540
"14817";54716
"14818";84954
"14819";55049
"14820";23067
"14821";27293
"14822";57127
"14823";3291
"14824";56147
"14825";10959
"14826";284119
"14827";133619
"14828";9482
"14829";9939
"14830";65987
"14831";124460
"14832";390326
"14833";391723
"14834";25970
"14835";100507588
"14836";4088
"14837";406910
"14838";29123
"14839";56103
"14840";136991
"14841";9778
"14842";90550
"14843";80704
"14844";205564
"14845";5538
"14846";51506
"14847";80143
"14848";29841
"14849";8761
"14850";2041
"14851";84824
"14852";8468
"14853";110599563
"14854";58530
"14855";5130
"14856";255928
"14857";64327
"14858";79961
"14859";55095
"14860";2172
"14861";9172
"14862";1798
"14863";23132
"14864";85451
"14865";29911
"14866";6239
"14867";5576
"14868";2867
"14869";9473
"14870";26108
"14871";6675
"14872";27246
"14873";657
"14874";269
"14875";7264
"14876";156
"14877";51306
"14878";23154
"14879";54884
"14880";2068
"14881";51184
"14882";51093
"14883";80010
"14884";3350
"14885";6996
"14886";126014
"14887";80335
"14888";50651
"14889";8454
"14890";25893
"14891";105372267
"14892";5452
"14893";23399
"14894";9928
"14895";6773
"14896";64689
"14897";4322
"14898";83461
"14899";7260
"14900";406890
"14901";22871
"14902";119774
"14903";23301
"14904";55967
"14905";5650
"14906";84925
"14907";4898
"14908";56945
"14909";5174
"14910";54520
"14911";3062
"14912";121512
"14913";2814
"14914";9824
"14915";114118903
"14916";89839
"14917";343035
"14918";7049
"14919";23187
"14920";84970
"14921";55621
"14922";1737
"14923";84733
"14924";23583
"14925";643988
"14926";127018
"14927";284948
"14928";440307
"14929";54681
"14930";1962
"14931";257177
"14932";5906
"14933";343099
"14934";7555
"14935";338657
"14936";118424
"14937";7001
"14938";79659
"14939";9789
"14940";58508
"14941";3396
"14942";100129271
"14943";390616
"14944";9903
"14945";6242
"14946";130557
"14947";6774
"14948";200132
"14949";121275
"14950";126206
"14951";10471
"14952";55635
"14953";8519
"14954";10410
"14955";10581
"14956";310
"14957";57459
"14958";121274
"14959";9659
"14960";23433
"14961";55040
"14962";79346
"14963";51185
"14964";84892
"14965";338773
"14966";11322
"14967";79828
"14968";126364
"14969";55337
"14970";8798
"14971";441381
"14972";50848
"14973";6667
"14974";151827
"14975";3295
"14976";9796
"14977";126637
"14978";51196
"14979";54474
"14980";134111
"14981";50626
"14982";124599
"14983";390265
"14984";219869
"14985";390264
"14986";23623
"14987";84262
"14988";25948
"14989";3337
"14990";29929
"14991";1266
"14992";9600
"14993";79634
"14994";10603
"14995";2877
"14996";644150
"14997";4669
"14998";93273
"14999";25987
"15000";9254
"15001";57159
"15002";406915
"15003";6708
"15004";5626
"15005";25950
"15006";10270
"15007";51321
"15008";56113
"15009";9435
"15010";9411
"15011";3083
"15012";7769
"15013";256933
"15014";388701
"15015";2160
"15016";26092
"15017";390937
"15018";342372
"15019";2533
"15020";1173
"15021";375033
"15022";9953
"15023";94015
"15024";84233
"15025";7975
"15026";5276
"15027";54903
"15028";83891
"15029";5062
"15030";80133
"15031";254879
"15032";51393
"15033";10232
"15034";9271
"15035";727800
"15036";79675
"15037";64400
"15038";401720
"15039";90324
"15040";2820
"15041";1145
"15042";23350
"15043";84661
"15044";4688
"15045";29101
"15046";221191
"15047";6776
"15048";11262
"15049";84808
"15050";5473
"15051";283870
"15052";400757
"15053";10407
"15054";54946
"15055";6921
"15056";10067
"15057";29097
"15058";4670
"15059";56882
"15060";9028
"15061";119710
"15062";7799
"15063";54496
"15064";829
"15065";83881
"15066";388695
"15067";222
"15068";58487
"15069";2825
"15070";6262
"15071";316
"15072";5697
"15073";78994
"15074";4188
"15075";54788
"15076";23524
"15077";26504
"15078";100133315
"15079";159
"15080";286753
"15081";221184
"15082";118932
"15083";54431
"15084";2260
"15085";51095
"15086";23066
"15087";7098
"15088";5743
"15089";148930
"15090";9175
"15091";148867
"15092";10730
"15093";5928
"15094";94086
"15095";8634
"15096";259285
"15097";132141
"15098";4831
"15099";3982
"15100";5450
"15101";441476
"15102";9665
"15103";967
"15104";163183
"15105";22807
"15106";2915
"15107";151242
"15108";54555
"15109";5433
"15110";112703
"15111";57165
"15112";124093
"15113";2241
"15114";2297
"15115";619189
"15116";3200
"15117";6878
"15118";1729
"15119";284992
"15120";3636
"15121";8690
"15122";2703
"15123";10097
"15124";6678
"15125";165082
"15126";79755
"15127";5236
"15128";55852
"15129";7402
"15130";254783
"15131";26782
"15132";8293
"15133";113091
"15134";5686
"15135";128240
"15136";5279
"15137";388743
"15138";177
"15139";3777
"15140";26750
"15141";339779
"15142";441294
"15143";4253
"15144";643854
"15145";100142659
"15146";100128553
"15147";4261
"15148";353141
"15149";26239
"15150";353139
"15151";254910
"15152";353140
"15153";51177
"15154";60626
"15155";91584
"15156";1264
"15157";4634
"15158";27181
"15159";89858
"15160";27180
"15161";27036
"15162";55233
"15163";23504
"15164";8515
"15165";10198
"15166";5337
"15167";3840
"15168";40
"15169";90288
"15170";1967
"15171";2870
"15172";57101
"15173";84971
"15174";645832
"15175";100528020
"15176";29100
"15177";6565
"15178";4055
"15179";5784
"15180";64094
"15181";406893
"15182";144404
"15183";360200
"15184";125206
"15185";4638
"15186";116496
"15187";133686
"15188";6161
"15189";4628
"15190";51068
"15191";54834
"15192";23369
"15193";390595
"15194";131578
"15195";5149
"15196";150864
"15197";7536
"15198";59284
"15199";10902
"15200";284695
"15201";3386
"15202";114609
"15203";25904
"15204";390648
"15205";3355
"15206";375316
"15207";9447
"15208";57664
"15209";113540
"15210";124997
"15211";9294
"15212";776
"15213";81127
"15214";9854
"15215";10331
"15216";6944
"15217";9890
"15218";91107
"15219";692107
"15220";9267
"15221";2848
"15222";2327
"15223";10201
"15224";9693
"15225";6320
"15226";1017
"15227";26137
"15228";2205
"15229";148229
"15230";729966
"15231";84542
"15232";341032
"15233";344758
"15234";114625
"15235";283152
"15236";1733
"15237";63892
"15238";2081
"15239";22996
"15240";5598
"15241";7932
"15242";160492
"15243";5250
"15244";2058
"15245";56110
"15246";149069
"15247";90987
"15248";5525
"15249";145483
"15250";442920
"15251";29091
"15252";5867
"15253";2636
"15254";6897
"15255";1524
"15256";28511
"15257";55243
"15258";55502
"15259";131368
"15260";148523
"15261";55534
"15262";64754
"15263";10675
"15264";2328
"15265";30
"15266";84522
"15267";256710
"15268";653808
"15269";9899
"15270";51661
"15271";145748
"15272";10964
"15273";26984
"15274";4715
"15275";56848
"15276";390637
"15277";83538
"15278";84759
"15279";91
"15280";54855
"15281";55599
"15282";100132916
"15283";6236
"15284";619563
"15285";677797
"15286";257407
"15287";64216
"15288";6627
"15289";153364
"15290";55356
"15291";84418
"15292";406955
"15293";1832
"15294";189
"15295";284307
"15296";64770
"15297";116540
"15298";11064
"15299";126526
"15300";22835
"15301";84135
"15302";84501
"15303";3201
"15304";2912
"15305";643236
"15306";79990
"15307";390538
"15308";51491
"15309";5453
"15310";11021
"15311";219541
"15312";4716
"15313";346525
"15314";10888
"15315";54756
"15316";922
"15317";283130
"15318";55039
"15319";284615
"15320";51141
"15321";91782
"15322";2693
"15323";9295
"15324";649
"15325";150737
"15326";92104
"15327";9159
"15328";8682
"15329";8564
"15330";3073
"15331";79918
"15332";441376
"15333";124975
"15334";10225
"15335";51538
"15336";4057
"15337";55814
"15338";64087
"15339";11234
"15340";63923
"15341";9476
"15342";64744
"15343";8288
"15344";199786
"15345";10617
"15346";131118
"15347";54509
"15348";642819
"15349";197320
"15350";25880
"15351";129880
"15352";5352
"15353";50636
"15354";83448
"15355";9879
"15356";116931
"15357";23429
"15358";56917
"15359";23352
"15360";7474
"15361";6578
"15362";317
"15363";57111
"15364";153241
"15365";80758
"15366";195814
"15367";257313
"15368";3699
"15369";3953
"15370";10451
"15371";253152
"15372";54766
"15373";56106
"15374";55623
"15375";8073
"15376";26230
"15377";79541
"15378";401427
"15379";23421
"15380";283159
"15381";80267
"15382";22980
"15383";146556
"15384";728621
"15385";9214
"15386";51686
"15387";5274
"15388";23378
"15389";7732
"15390";51752
"15391";85569
"15392";26528
"15393";54707
"15394";58477
"15395";57035
"15396";5025
"15397";55164
"15398";9764
"15399";79679
"15400";3635
"15401";81855
"15402";9415
"15403";93183
"15404";10607
"15405";4171
"15406";4245
"15407";390083
"15408";729956
"15409";7163
"15410";11138
"15411";7249
"15412";8884
"15413";55897
"15414";5217
"15415";143098
"15416";79701
"15417";3567
"15418";390
"15419";79919
"15420";10885
"15421";23085
"15422";114902
"15423";164
"15424";9099
"15425";55379
"15426";2125
"15427";26508
"15428";9798
"15429";8685
"15430";283849
"15431";157567
"15432";8314
"15433";25896
"15434";55619
"15435";84230
"15436";29893
"15437";824
"15438";10174
"15439";58191
"15440";64211
"15441";23566
"15442";127254
"15443";8416
"15444";55330
"15445";4815
"15446";1325
"15447";811
"15448";6723
"15449";9721
"15450";55622
"15451";9926
"15452";163702
"15453";25865
"15454";80204
"15455";80896
"15456";56603
"15457";947
"15458";83639
"15459";164045
"15460";2257
"15461";692149
"15462";51388
"15463";23324
"15464";162515
"15465";22823
"15466";51540
"15467";2012
"15468";10362
"15469";115019
"15470";2215
"15471";2214
"15472";284086
"15473";3060
"15474";79709
"15475";9173
"15476";2116
"15477";2696
"15478";51187
"15479";729852
"15480";9684
"15481";84129
"15482";105371267
"15483";1618
"15484";6504
"15485";23770
"15486";137814
"15487";81888
"15488";56965
"15489";9144
"15490";55471
"15491";85302
"15492";10223
"15493";5604
"15494";9831
"15495";284486
"15496";90693
"15497";81847
"15498";10560
"15499";8522
"15500";56890
"15501";23647
"15502";254531
"15503";342574
"15504";1840
"15505";54998
"15506";200895
"15507";23474
"15508";402665
"15509";149018
"15510";6596
"15511";84058
"15512";5756
"15513";9488
"15514";6194
"15515";26789
"15516";153443
"15517";10494
"15518";27429
"15519";5713
"15520";390792
"15521";9277
"15522";23049
"15523";574456
"15524";25938
"15525";6007
"15526";6006
"15527";7976
"15528";353355
"15529";541468
"15530";5557
"15531";10791
"15532";4238
"15533";654502
"15534";5813
"15535";2661
"15536";100506658
"15537";23476
"15538";54546
"15539";8801
"15540";2813
"15541";406962
"15542";8890
"15543";55120
"15544";5291
"15545";10455
"15546";64218
"15547";9839
"15548";3191
"15549";4162
"15550";4999
"15551";83851
"15552";8289
"15553";140609
"15554";8536
"15555";23065
"15556";6882
"15557";8817
"15558";400673
"15559";6728
"15560";7456
"15561";400569
"15562";359948
"15563";51773
"15564";127495
"15565";4842
"15566";8576
"15567";51125
"15568";4978
"15569";4940
"15570";4820
"15571";4139
"15572";4205
"15573";10632
"15574";8036
"15575";2622
"15576";59274
"15577";998
"15578";3744
"15579";5479
"15580";79934
"15581";27034
"15582";100288801
"15583";5504
"15584";153743
"15585";5687
"15586";197342
"15587";344892
"15588";409
"15589";56165
"15590";51329
"15591";7417
"15592";284339
"15593";54962
"15594";6883
"15595";29943
"15596";63899
"15597";10525
"15598";1998
"15599";79800
"15600";105375355
"15601";1286
"15602";84337
"15603";199699
"15604";6097
"15605";111240474
"15606";89866
"15607";167127
"15608";406942
"15609";1731
"15610";1180
"15611";338599
"15612";6691
"15613";5833
"15614";9685
"15615";202151
"15616";348262
"15617";2119
"15618";113
"15619";3145
"15620";23014
"15621";79745
"15622";64081
"15623";406971
"15624";622
"15625";5733
"15626";22906
"15627";6618
"15628";390271
"15629";26595
"15630";56521
"15631";8462
"15632";53836
"15633";148362
"15634";55336
"15635";6344
"15636";219477
"15637";81168
"15638";4637
"15639";7155
"15640";9401
"15641";51447
"15642";84934
"15643";84266
"15644";6556
"15645";27173
"15646";339398
"15647";56660
"15648";1080
"15649";29967
"15650";406977
"15651";9283
"15652";51441
"15653";23519
"15654";2888
"15655";124637
"15656";10930
"15657";25946
"15658";7421
"15659";10626
"15660";55277
"15661";10014
"15662";8569
"15663";617
"15664";25979
"15665";29925
"15666";64924
"15667";22884
"15668";140460
"15669";24
"15670";27248
"15671";126520
"15672";9732
"15673";100288842
"15674";115704
"15675";1238
"15676";9635
"15677";54935
"15678";646019
"15679";90379
"15680";490
"15681";3702
"15682";1200
"15683";50940
"15684";4926
"15685";54899
"15686";1674
"15687";396
"15688";440956
"15689";127550
"15690";912
"15691";51574
"15692";5999
"15693";493
"15694";6865
"15695";10320
"15696";63826
"15697";23506
"15698";940
"15699";7265
"15700";6625
"15701";146310
"15702";54753
"15703";3872
"15704";57095
"15705";26284
"15706";79957
"15707";90990
"15708";8790
"15709";81609
"15710";56123
"15711";10036
"15712";3795
"15713";1378
"15714";63906
"15715";1871
"15716";401024
"15717";6464
"15718";9815
"15719";1429
"15720";5885
"15721";5320
"15722";91543
"15723";8453
"15724";54785
"15725";5210
"15726";10922
"15727";5167
"15728";375790
"15729";22848
"15730";148014
"15731";57795
"15732";5442
"15733";84985
"15734";677802
"15735";55793
"15736";23333
"15737";610
"15738";56776
"15739";3707
"15740";55226
"15741";406984
"15742";4709
"15743";29115
"15744";84818
"15745";3857
"15746";11123
"15747";4905
"15748";391475
"15749";200172
"15750";5660
"15751";94274
"15752";55663
"15753";81844
"15754";10717
"15755";3164
"15756";9419
"15757";11337
"15758";401145
"15759";55666
"15760";80179
"15761";6645
"15762";10142
"15763";5501
"15764";91775
"15765";121549
"15766";55324
"15767";22932
"15768";50944
"15769";6917
"15770";109616960
"15771";574042
"15772";7704
"15773";5201
"15774";56114
"15775";128366
"15776";130576
"15777";406990
"15778";11009
"15779";55111
"15780";79006
"15781";5093
"15782";26689
"15783";64925
"15784";51066
"15785";93973
"15786";9696
"15787";23208
"15788";26007
"15789";29760
"15790";646498
"15791";148266
"15792";8438
"15793";6277
"15794";5286
"15795";23612
"15796";646862
"15797";79901
"15798";390157
"15799";3608
"15800";101928601
"15801";4968
"15802";388962
"15803";4314
"15804";51305
"15805";89876
"15806";54894
"15807";22909
"15808";692225
"15809";6138
"15810";54606
"15811";4802
"15812";5789
"15813";55862
"15814";7277
"15815";245913
"15816";5376
"15817";6902
"15818";7412
"15819";51548
"15820";348487
"15821";51547
"15822";3866
"15823";794
"15824";10307
"15825";374462
"15826";56139
"15827";54760
"15828";28512
"15829";8648
"15830";165215
"15831";7425
"15832";2137
"15833";130026
"15834";340706
"15835";5077
"15836";43847
"15837";8496
"15838";10302
"15839";9715
"15840";342865
"15841";10329
"15842";167153
"15843";390059
"15844";253782
"15845";961
"15846";79883
"15847";22905
"15848";406949
"15849";9909
"15850";57504
"15851";347252
"15852";4179
"15853";3589
"15854";55808
"15855";957
"15856";90525
"15857";22899
"15858";2181
"15859";407025
"15860";10681
"15861";55297
"15862";5886
"15863";22941
"15864";29124
"15865";50809
"15866";27302
"15867";6512
"15868";1588
"15869";1653
"15870";126326
"15871";10367
"15872";26166
"15873";6257
"15874";374973
"15875";6391
"15876";4778
"15877";9340
"15878";112840
"15879";116236
"15880";146894
"15881";23247
"15882";79157
"15883";56101
"15884";146664
"15885";221303
"15886";25801
"15887";22889
"15888";407010
"15889";129881
"15890";79180
"15891";25791
"15892";23385
"15893";55658
"15894";10630
"15895";57048
"15896";64428
"15897";11202
"15898";1032
"15899";22926
"15900";259236
"15901";113878
"15902";11105
"15903";64320
"15904";26015
"15905";10691
"15906";55908
"15907";55625
"15908";120776
"15909";285888
"15910";4298
"15911";4891
"15912";27335
"15913";7018
"15914";6915
"15915";55028
"15916";375307
"15917";149371
"15918";6474
"15919";7813
"15920";63924
"15921";9356
"15922";84365
"15923";2487
"15924";57559
"15925";80212
"15926";442908
"15927";154007
"15928";2641
"15929";3756
"15930";7069
"15931";2596
"15932";375061
"15933";100507055
"15934";54529
"15935";10614
"15936";4524
"15937";1543
"15938";51246
"15939";3885
"15940";7372
"15941";116033993
"15942";116729
"15943";29969
"15944";3158
"15945";56155
"15946";5516
"15947";4335
"15948";2153
"15949";3708
"15950";124944
"15951";113235
"15952";51119
"15953";11010
"15954";347736
"15955";83416
"15956";9781
"15957";59349
"15958";11176
"15959";4808
"15960";59342
"15961";5349
"15962";8841
"15963";5132
"15964";10669
"15965";5972
"15966";163859
"15967";80164
"15968";29098
"15969";114881
"15970";644100
"15971";3238
"15972";4607
"15973";131566
"15974";2947
"15975";1459
"15976";100191040
"15977";10657
"15978";63973
"15979";7090
"15980";10290
"15981";339766
"15982";130574
"15983";54505
"15984";9379
"15985";116039
"15986";3611
"15987";79169
"15988";841
"15989";51266
"15990";23302
"15991";3192
"15992";51127
"15993";83650
"15994";643664
"15995";146861
"15996";54497
"15997";60673
"15998";8837
"15999";161
"16000";10849
"16001";55695
"16002";162989
"16003";84243
"16004";2874
"16005";9389
"16006";127343
"16007";2335
"16008";51319
"16009";84314
"16010";23098
"16011";8821
"16012";79156
"16013";272
"16014";1307
"16015";728858
"16016";390323
"16017";57568
"16018";127540
"16019";23025
"16020";1857
"16021";2091
"16022";387
"16023";92255
"16024";64240
"16025";2859
"16026";120787
"16027";84419
"16028";57555
"16029";91181
"16030";6334
"16031";80196
"16032";51088
"16033";8912
"16034";255762
"16035";3674
"16036";4784
"16037";27095
"16038";10769
"16039";51726
"16040";91574
"16041";166793
"16042";283150
"16043";7422
"16044";9462
"16045";155435
"16046";84272
"16047";79647
"16048";130075
"16049";23507
"16050";57231
"16051";101928108
"16052";83648
"16053";55194
"16054";7343
"16055";5782
"16056";60677
"16057";4009
"16058";574441
"16059";126298
"16060";10039
"16061";2806
"16062";26225
"16063";83877
"16064";50486
"16065";51341
"16066";84294
"16067";613210
"16068";392862
"16069";51501
"16070";55656
"16071";54460
"16072";339559
"16073";6259
"16074";2208
"16075";107984345
"16076";406937
"16077";2566
"16078";359
"16079";57710
"16080";7371
"16081";8974
"16082";83939
"16083";9973
"16084";54437
"16085";63979
"16086";79781
"16087";9528
"16088";341416
"16089";23639
"16090";57479
"16091";440279
"16092";55113
"16093";101928527
"16094";9372
"16095";159296
"16096";344838
"16097";64859
"16098";127544
"16099";6768
"16100";8425
"16101";6633
"16102";138715
"16103";80263
"16104";11018
"16105";123720
"16106";55650
"16107";11197
"16108";731
"16109";4703
"16110";26229
"16111";1943
"16112";388419
"16113";6440
"16114";6601
"16115";23345
"16116";10265
"16117";54507
"16118";6187
"16119";11228
"16120";10926
"16121";26577
"16122";4004
"16123";51318
"16124";339855
"16125";83873
"16126";56134
"16127";91862
"16128";25915
"16129";199720
"16130";3338
"16131";5071
"16132";55573
"16133";8408
"16134";53832
"16135";340069
"16136";8013
"16137";54442
"16138";150921
"16139";79802
"16140";1039
"16141";11076
"16142";25894
"16143";57647
"16144";197135
"16145";51533
"16146";100313892
"16147";406903
"16148";8495
"16149";109
"16150";79603
"16151";10864
"16152";9132
"16153";338662
"16154";23035
"16155";100130348
"16156";64789
"16157";2647
"16158";7305
"16159";10087
"16160";202309
"16161";54849
"16162";89780
"16163";23395
"16164";55311
"16165";7182
"16166";163732
"16167";6879
"16168";2299
"16169";7288
"16170";57683
"16171";11127
"16172";26227
"16173";3061
"16174";90416
"16175";26996
"16176";442038
"16177";9270
"16178";84162
"16179";60484
"16180";51434
"16181";7458
"16182";79188
"16183";4701
"16184";1123
"16185";55631
"16186";401665
"16187";407001
"16188";653604
"16189";6712
"16190";10962
"16191";377007
"16192";574537
"16193";120586
"16194";6480
"16195";9692
"16196";1500
"16197";388135
"16198";3265
"16199";92344
"16200";10153
"16201";91752
"16202";23139
"16203";7087
"16204";221301
"16205";55124
"16206";10002
"16207";27040
"16208";576
"16209";2186
"16210";246
"16211";192669
"16212";55679
"16213";51103
"16214";27039
"16215";29109
"16216";144132
"16217";493860
"16218";23412
"16219";2145
"16220";8175
"16221";127124
"16222";55704
"16223";55732
"16224";54874
"16225";145864
"16226";11236
"16227";80210
"16228";22928
"16229";3185
"16230";26468
"16231";4000
"16232";128344
"16233";92346
"16234";4036
"16235";100289635
"16236";2571
"16237";55721
"16238";79573
"16239";1510
"16240";80790
"16241";388698
"16242";5139
"16243";6400
"16244";5691
"16245";205327
"16246";3267
"16247";26018
"16248";9698
"16249";26497
"16250";51375
"16251";92312
"16252";56121
"16253";345930
"16254";8120
"16255";342977
"16256";6543
"16257";57542
"16258";55016
"16259";23603
"16260";3679
"16261";128368
"16262";123722
"16263";149111
"16264";23389
"16265";7252
"16266";23144
"16267";4548
"16268";6654
"16269";8970
"16270";401027
"16271";84872
"16272";8490
"16273";54825
"16274";121665
"16275";9963
"16276";388336
"16277";100529145
"16278";100134934
"16279";56946
"16280";126393
"16281";822
"16282";2639
"16283";149041
"16284";196385
"16285";405
"16286";406998
"16287";254773
"16288";8161
"16289";1290
"16290";350383
"16291";55818
"16292";6689
"16293";51115
"16294";488
"16295";6670
"16296";677847
"16297";5579
"16298";55206
"16299";9853
"16300";114787
"16301";4033
"16302";192668
"16303";120939
"16304";146760
"16305";51380
"16306";3064
"16307";26254
"16308";80219
"16309";619564
"16310";66037
"16311";6794
"16312";151516
"16313";51514
"16314";79871
"16315";83445
"16316";54986
"16317";9146
"16318";921
"16319";8570
"16320";84432
"16321";261729
"16322";111
"16323";26816
"16324";84529
"16325";333932
"16326";4066
"16327";133060
"16328";388630
"16329";23032
"16330";390667
"16331";8941
"16332";9902
"16333";3993
"16334";5212
"16335";51272
"16336";10138
"16337";83854
"16338";6890
"16339";51135
"16340";55037
"16341";152877
"16342";94241
"16343";176
"16344";79656
"16345";2741
"16346";9860
"16347";2224
"16348";7083
"16349";124044
"16350";51719
"16351";4650
"16352";146433
"16353";83637
"16354";6427
"16355";23293
"16356";3568
"16357";10942
"16358";4241
"16359";84790
"16360";6819
"16361";1740
"16362";23411
"16363";124220
"16364";63914
"16365";57150
"16366";333926
"16367";10195
"16368";6738
"16369";9475
"16370";342125
"16371";55764
"16372";2815
"16373";653275
"16374";55997
"16375";23057
"16376";80059
"16377";8364
"16378";81532
"16379";6404
"16380";84747
"16381";111064649
"16382";8672
"16383";284366
"16384";25898
"16385";26585
"16386";10580
"16387";140738
"16388";27065
"16389";5981
"16390";100130311
"16391";129607
"16392";283162
"16393";389075
"16394";253558
"16395";10677
"16396";55892
"16397";51134
"16398";113452
"16399";79039
"16400";9181
"16401";223
"16402";5950
"16403";128338
"16404";7064
"16405";80309
"16406";6100
"16407";50512
"16408";390067
"16409";4705
"16410";140707
"16411";100271715
"16412";8838
"16413";51626
"16414";100653515
"16415";125965
"16416";9776
"16417";65263
"16418";284680
"16419";59339
"16420";6905
"16421";83860
"16422";1427
"16423";23435
"16424";27042
"16425";51699
"16426";259173
"16427";4925
"16428";79090
"16429";84083
"16430";1285
"16431";10170
"16432";64772
"16433";148581
"16434";646262
"16435";4292
"16436";51700
"16437";54331
"16438";51673
"16439";1108
"16440";80776
"16441";100170765
"16442";55108
"16443";51151
"16444";79777
"16445";56928
"16446";8811
"16447";844
"16448";7166
"16449";2515
"16450";57513
"16451";137392
"16452";11331
"16453";1278
"16454";9094
"16455";79869
"16456";202658
"16457";79897
"16458";6553
"16459";55806
"16460";23635
"16461";388650
"16462";4893
"16463";6603
"16464";3659
"16465";2357
"16466";995
"16467";283971
"16468";348174
"16469";497190
"16470";1780
"16471";1717
"16472";5609
"16473";114795
"16474";64222
"16475";79042
"16476";389015
"16477";100507050
"16478";92293
"16479";11113
"16480";7571
"16481";55083
"16482";389158
"16483";6323
"16484";23533
"16485";5869
"16486";57057
"16487";3339
"16488";10653
"16489";170506
"16490";23200
"16491";55105
"16492";10644
"16493";4646
"16494";51421
"16495";1267
"16496";3603
"16497";57674
"16498";51734
"16499";1043
"16500";84126
"16501";109616997
"16502";56938
"16503";55237
"16504";57146
"16505";53354
"16506";5202
"16507";441308
"16508";729759
"16509";81399
"16510";222389
"16511";65249
"16512";283951
"16513";79720
"16514";219854
"16515";201176
